Station Number,2022092418,2022092421,2022092424,2022092503,2022092506,2022092509,2022092512,2022092515,2022092518,2022092521,2022092524,2022092603,2022092606,2022092609,2022092612,2022092615,2022092618,2022092621,2022092624
11001,15,15,14,14,14,17,18,17,14,14,14,13,15,19,19,19,15,15,16
11016,15,15,15,14,15,18,19,18,15,15,15,14,15,20,19,19,16,16,16
11046,16,14,13,14,15,17,18,18,14,14,15,14,16,18,20,20,16,16,17
11076,15,13,13,12,12,16,18,17,13,12,11,10,11,18,19,18,15,14,13
11121,14,14,14,13,14,18,19,18,13,10,10,8,10,19,18,18,15,13,13
11151,16,16,15,15,15,18,19,18,15,14,14,14,15,19,20,19,15,17,17
11176,15,15,15,14,14,17,19,18,14,12,12,11,13,19,19,18,16,15,15
11206,15,15,15,14,14,17,18,18,14,12,13,12,13,17,19,18,15,15,15
11276,14,15,15,14,14,17,18,18,13,11,10,10,10,16,19,18,15,14,13
11291,17,15,15,13,13,17,19,19,15,14,14,13,13,17,19,18,16,15,15
11316,14,15,15,13,15,17,18,18,14,12,10,9,9,17,19,19,16,14,14
12011,15,16,15,15,14,17,19,19,14,11,11,10,11,17,20,19,16,15,14
12041,15,16,15,13,13,17,18,18,14,12,12,11,11,15,18,18,15,14,14
12141,15,15,15,13,14,18,18,18,14,12,11,11,10,14,18,19,16,14,13
12181,16,14,15,13,14,17,18,18,14,12,10,11,10,15,18,18,15,13,11
12231,14,12,14,13,14,18,17,17,13,11,9,9,10,15,17,17,13,12,10
12261,16,13,14,14,14,18,19,19,14,13,11,10,10,15,18,18,14,13,11
12266,13,12,14,13,13,18,18,18,13,11,9,9,10,16,18,18,14,12,10
12301,16,13,14,13,14,18,19,19,15,13,11,10,10,15,18,18,14,14,12
12386,14,12,14,13,12,18,19,20,13,11,9,9,9,15,18,18,13,10,8
12396,14,12,13,13,12,18,20,19,14,11,10,10,10,15,18,18,13,12,10
12411,14,11,11,11,12,16,17,17,13,11,8,7,8,13,16,16,12,10,8
12442,15,13,14,13,13,17,19,19,15,13,13,11,11,16,19,19,16,14,12
12451,16,13,13,13,13,18,20,19,15,13,12,10,11,15,19,19,15,13,12
12512,14,12,11,12,12,17,18,18,13,12,10,9,10,16,18,18,12,12,10
12551,16,13,12,11,11,17,19,19,14,11,9,8,9,16,19,18,13,11,9
12596,17,14,13,13,13,18,20,20,17,13,12,10,10,16,19,19,16,13,11
12626,17,13,12,12,12,17,19,19,15,12,11,10,11,16,19,19,15,12,11
12632,17,11,11,12,12,17,19,18,14,11,9,9,9,16,19,19,14,11,9
12691,17,12,11,11,12,16,18,18,14,11,9,7,7,14,18,18,14,11,8
12746,14,11,11,10,10,16,18,19,13,9,9,8,9,13,17,18,13,10,9
15041,13,13,13,11,12,16,18,17,11,10,8,9,9,15,17,16,13,11,9
15076,14,13,13,12,14,17,18,19,14,12,10,11,11,15,18,18,14,12,10
13061,14,16,16,14,15,18,20,19,14,13,13,11,13,19,20,19,15,16,15
13086,15,16,15,14,15,17,19,19,14,13,13,12,13,19,20,19,16,16,15
13121,15,16,15,14,14,18,19,19,14,13,12,11,13,18,19,19,16,16,15
13146,15,15,14,14,15,17,19,19,14,14,15,15,17,19,20,20,16,17,16
13181,16,16,15,15,16,18,20,20,15,14,13,13,14,18,20,20,17,16,14
13261,14,15,14,13,14,18,20,20,14,12,11,11,11,18,20,20,14,12,10
13277,16,16,15,14,15,17,20,19,16,14,12,12,12,17,19,19,17,15,14
13311,14,16,15,13,15,18,21,20,14,13,12,11,13,18,20,20,16,14,13
13321,13,12,13,13,14,19,21,20,14,12,10,12,12,17,20,19,14,12,10
14026,15,17,16,14,15,18,21,20,15,13,12,12,13,18,19,20,16,14,13
14071,14,15,15,14,15,18,21,20,15,13,11,12,11,18,19,19,15,13,12
14101,15,13,13,13,12,18,21,20,16,14,13,12,11,16,19,19,15,14,13
14116,15,13,13,13,14,19,22,22,15,13,12,12,11,19,21,21,16,15,13
14121,17,14,14,13,14,19,21,21,16,14,13,13,11,18,20,19,15,14,12
14136,15,13,13,12,12,19,21,21,15,14,13,12,10,18,20,20,15,14,12
14163,17,15,15,15,14,19,21,21,17,15,15,14,13,16,20,20,18,17,16
14206,14,12,12,11,10,18,21,21,16,14,12,11,10,18,20,20,16,14,12
14286,14,12,12,12,13,16,19,19,15,14,13,13,13,17,19,19,16,14,14
15116,15,13,13,13,13,19,21,21,15,13,11,11,11,16,19,19,14,12,10
15161,14,13,13,12,12,18,20,19,15,13,11,12,11,17,19,19,14,12,11
15231,15,13,14,12,14,18,20,20,14,12,11,11,10,17,19,19,14,12,10
15241,16,14,14,13,13,18,20,20,15,13,12,12,11,17,19,19,16,13,11
15251,16,14,14,14,13,17,19,20,15,13,12,11,11,16,19,19,15,12,11
15311,14,13,13,13,14,19,21,20,15,12,12,12,11,17,19,20,15,12,11
15321,15,14,13,12,14,19,21,21,15,13,12,12,11,17,19,19,15,13,12
15356,16,13,13,13,13,18,20,20,16,14,13,13,11,18,20,19,16,15,13
15431,15,14,14,13,13,19,21,22,17,15,14,13,11,19,20,20,17,15,14
15442,16,12,11,11,11,17,19,19,14,12,11,11,10,16,18,19,14,13,12
16026,13,13,14,11,13,19,21,20,14,12,12,11,12,19,21,21,14,12,13
16061,16,15,16,15,15,18,21,21,16,15,16,15,15,17,20,20,17,16,15
16076,14,15,15,12,12,18,20,19,14,13,13,12,11,18,20,20,14,13,13
16091,15,15,15,14,15,19,21,20,16,15,14,12,12,16,19,20,16,15,14
16156,15,14,15,14,16,19,21,21,16,14,13,13,12,18,20,19,16,13,12
16206,16,14,15,13,15,18,20,20,16,14,13,12,11,16,20,19,15,13,11
16217,16,13,14,13,12,17,19,19,16,13,12,11,10,16,20,19,15,14,11
16252,14,14,14,14,15,20,21,21,15,14,13,13,14,18,20,19,16,15,13
16281,13,11,11,11,13,16,17,18,13,11,11,11,10,15,18,18,13,11,10
16286,13,12,12,11,11,16,19,18,13,10,9,9,8,15,19,19,14,10,8
