Station Number,2022102203,2022102206,2022102209,2022102212,2022102215,2022102218,2022102221,2022102224,2022102303,2022102306,2022102309,2022102312,2022102315,2022102318,2022102321,2022102324,2022102403,2022102406,2022102409,2022102412,2022102415,2022102418,2022102421,2022102424
11001,13,10,13,12,11,10,9,9,8,5,6,8,7,5,5,5,4,5,8,7,6,4,4,3
11016,13,11,14,13,12,11,10,9,7,6,7,9,8,6,6,6,5,5,8,7,6,5,4,4
11046,13,11,12,13,12,9,9,8,7,6,8,10,8,5,6,7,5,6,7,6,6,4,4,5
11076,12,9,12,14,11,9,9,6,6,4,6,9,7,3,3,1,1,3,7,7,6,4,3,3
11121,12,10,12,14,12,10,7,7,6,3,6,9,8,3,1,0,0,2,6,6,5,2,1,0
11151,13,11,13,14,13,10,8,9,8,6,7,10,9,6,6,6,5,6,8,8,7,5,4,4
11176,13,10,13,15,13,10,8,7,6,5,8,10,8,4,3,1,0,2,6,7,5,3,2,1
11206,13,12,13,14,12,10,9,7,7,5,5,8,7,5,4,3,1,3,6,7,6,4,3,3
11276,13,11,13,16,15,9,8,7,5,4,8,9,8,4,1,0,0,0,5,7,6,3,4,2
11291,13,10,14,15,13,10,10,7,6,5,7,9,8,6,6,5,3,4,8,9,7,4,4,4
11316,12,10,14,16,15,10,9,8,6,5,8,10,8,5,3,1,0,0,6,8,7,3,4,1
12011,14,12,15,16,15,12,10,8,7,5,8,11,11,5,3,2,0,0,4,8,7,4,3,1
12041,13,12,14,17,16,11,11,9,7,6,7,10,8,5,4,3,1,0,3,8,6,4,4,2
12141,11,11,15,17,15,11,10,8,7,6,8,10,9,7,5,2,1,0,3,7,8,4,4,3
12181,13,12,14,16,15,11,11,8,8,5,8,10,9,7,5,2,1,2,4,9,8,3,4,3
12231,12,11,15,16,15,11,10,8,7,5,8,11,10,5,4,2,0,1,5,8,7,2,3,2
12261,11,10,14,17,16,12,10,9,8,6,9,11,10,6,5,3,0,1,5,7,8,4,4,4
12266,12,10,14,16,16,12,10,9,8,7,9,10,10,7,5,3,1,2,5,7,7,4,3,3
12301,11,11,15,16,16,12,11,9,8,7,9,11,11,8,5,3,1,2,5,6,7,5,4,4
12386,7,7,14,17,16,11,9,8,8,7,10,12,11,7,6,6,3,1,4,8,8,5,5,4
12396,10,8,14,17,16,12,10,8,8,7,9,12,11,8,6,5,3,2,4,7,7,5,4,4
12411,12,9,13,14,14,11,10,8,6,6,8,9,9,6,4,3,2,2,4,6,7,4,2,2
12442,11,9,14,16,16,12,12,10,8,7,10,11,10,10,8,5,4,4,5,8,8,7,6,4
12451,13,11,15,16,16,12,11,10,8,7,9,11,9,8,7,5,4,4,5,8,8,5,5,3
12512,8,9,15,15,15,10,10,9,7,6,8,10,8,7,6,5,4,3,4,7,6,4,3,3
12551,8,9,15,16,15,11,10,8,6,5,8,10,9,7,6,5,3,3,5,8,7,4,5,3
12596,9,10,15,17,16,13,11,10,8,8,10,11,10,9,7,7,5,5,6,9,8,6,6,5
12626,9,10,14,17,16,13,11,10,8,8,9,11,10,9,7,6,5,4,5,8,8,6,6,5
12632,11,7,15,17,15,12,10,9,7,5,9,11,9,8,5,5,4,3,6,8,7,5,4,3
12691,11,10,14,16,14,12,10,7,5,5,9,10,8,7,5,6,5,4,6,7,7,4,4,3
12746,11,10,13,15,14,10,9,8,6,6,8,11,9,6,4,5,4,2,4,8,7,4,3,3
15041,10,11,13,15,14,9,8,7,6,3,7,9,7,5,4,1,0,0,3,7,6,3,3,2
15076,9,10,13,15,15,11,10,7,7,5,8,10,9,6,5,4,1,0,3,8,7,4,5,4
13061,14,13,17,16,13,10,8,6,6,3,9,11,9,4,3,2,0,1,7,8,6,3,3,2
13086,16,14,15,17,16,11,10,9,7,4,9,12,11,5,4,4,1,1,6,8,7,4,3,2
13121,14,13,16,17,16,12,10,9,7,5,9,11,10,6,5,4,3,2,7,8,7,5,3,3
13146,14,12,14,17,15,12,11,9,8,7,11,12,10,7,7,6,6,6,7,9,9,6,5,6
13181,15,14,16,17,16,13,11,10,9,7,9,11,10,7,5,5,3,2,6,9,9,6,4,3
13261,7,10,14,17,16,11,10,8,7,6,10,12,10,7,5,4,1,0,6,9,8,5,4,2
13277,9,10,13,17,16,13,11,10,9,8,8,11,10,7,6,4,5,3,6,7,8,7,6,4
13311,15,12,16,18,17,13,11,10,9,7,9,11,10,7,6,5,4,4,9,8,8,7,6,5
13321,5,9,14,17,16,11,9,7,8,7,10,12,10,7,5,4,4,2,6,8,8,6,5,3
14026,11,11,15,17,16,12,11,10,9,7,9,11,11,8,7,6,5,4,8,8,9,7,5,4
14071,8,8,15,17,17,13,11,10,9,7,9,12,11,8,7,6,6,5,8,8,9,7,4,4
14101,11,11,16,18,17,13,11,9,7,8,9,12,11,8,7,6,5,5,6,9,8,6,5,5
14116,9,8,16,18,17,11,10,8,7,7,11,12,11,7,7,6,5,4,9,9,8,6,7,6
14121,9,9,15,17,17,12,11,8,7,7,10,12,11,8,7,6,6,5,8,10,8,7,6,5
14136,12,10,16,18,17,12,11,9,8,7,10,12,10,7,6,5,4,4,7,10,8,5,4,4
14163,11,10,16,17,17,14,13,11,10,8,11,12,11,9,8,6,6,6,9,9,8,7,8,7
14206,9,9,16,18,17,13,10,8,5,5,10,12,10,7,6,4,2,2,8,10,8,6,5,4
14286,12,11,14,16,16,11,10,7,6,6,9,11,10,7,6,5,5,4,7,8,6,5,5,4
15116,8,8,14,17,17,11,10,8,7,7,9,12,10,7,6,5,4,2,5,8,9,5,5,4
15161,8,9,14,17,17,12,10,9,7,6,9,11,10,8,8,6,4,3,5,7,8,6,5,5
15231,9,9,14,17,15,11,9,7,7,7,9,11,10,7,6,5,3,3,6,8,8,5,5,4
15241,12,11,15,17,16,12,11,9,7,7,9,11,10,8,7,6,5,4,5,7,7,6,5,5
15251,6,8,15,16,16,12,10,9,7,8,9,11,10,8,7,6,5,4,6,8,7,6,6,5
15311,6,7,15,17,17,12,10,8,8,8,10,12,12,7,6,6,5,4,7,9,9,5,4,4
15321,10,11,16,18,17,12,11,9,7,8,10,12,11,8,7,6,4,3,5,8,8,6,5,6
15356,12,13,17,17,17,13,12,10,8,9,11,12,10,8,7,6,5,5,7,9,8,6,5,5
15431,13,12,17,19,18,14,12,10,8,8,10,12,10,8,7,6,4,4,8,9,8,6,6,5
15442,10,9,14,16,15,11,9,7,5,6,8,11,9,6,4,4,3,2,6,8,6,4,4,3
16026,15,11,16,18,17,11,8,6,6,5,10,12,10,6,3,3,2,2,7,7,7,7,6,4
16061,15,13,15,17,17,12,11,10,9,7,10,12,10,7,6,6,6,4,7,10,9,6,7,5
16076,12,11,15,17,16,11,9,7,7,6,10,11,10,6,4,3,3,3,6,8,8,6,6,5
16091,11,10,15,19,17,12,11,9,9,7,10,12,11,7,6,6,6,5,9,8,8,6,7,6
16156,10,11,15,18,17,12,10,8,8,7,10,12,11,7,6,5,5,5,9,7,7,6,6,4
16206,7,9,14,17,17,12,9,7,7,7,9,12,10,7,6,5,5,5,8,7,7,7,6,5
16217,11,9,14,17,16,12,10,8,7,7,9,11,10,7,5,4,2,4,7,6,6,5,6,4
16252,11,10,15,18,17,12,10,9,9,8,8,11,10,7,6,5,6,5,8,8,7,7,7,7
16281,11,10,13,15,14,10,8,5,4,6,9,10,9,5,4,2,2,2,6,5,5,4,4,3
16286,12,9,14,16,15,10,8,6,5,6,10,10,9,6,4,2,0,3,7,7,6,5,5,3
16321,8,8,15,18,17,11,9,8,6,7,11,12,10,6,5,4,4,4,8,8,7,6,6,6
