Station Number,2022092115,2022092118,2022092121,2022092124,2022092203,2022092206,2022092209,2022092212,2022092215,2022092218,2022092221,2022092224,2022092303,2022092306,2022092309,2022092312,2022092315,2022092318,2022092321,2022092324
11001,15,11,11,11,10,10,15,18,18,13,12,11,11,13,17,19,18,15,15,15
11016,14,12,11,11,12,14,17,18,18,14,13,12,12,14,17,20,19,17,16,16
11046,15,11,11,11,12,13,17,18,17,13,14,15,15,16,18,20,19,17,17,17
11076,14,10,7,6,5,7,15,18,17,13,12,9,9,11,17,18,18,15,16,15
11121,15,10,6,6,5,6,16,18,18,12,9,9,8,9,16,19,20,16,14,14
11151,15,11,11,11,11,13,17,18,19,13,13,15,15,15,19,20,19,18,17,18
11176,15,11,10,10,9,9,16,18,17,13,10,11,10,11,17,20,19,17,16,16
11206,14,11,9,8,8,9,15,19,18,13,11,10,10,12,16,19,20,16,16,16
11276,16,11,7,6,5,6,15,18,19,13,9,8,8,9,16,21,20,17,16,16
11291,16,12,10,9,9,9,15,17,16,15,14,12,12,12,17,19,18,17,17,16
11316,15,11,7,6,5,5,14,18,18,12,9,9,8,8,15,20,19,16,16,15
12011,15,11,7,6,5,5,15,19,19,14,10,10,8,9,16,20,19,17,17,17
12041,16,10,8,7,6,7,12,17,17,14,10,11,9,10,14,19,18,16,16,16
12141,15,11,8,6,5,4,11,16,16,13,11,10,8,8,14,17,19,17,15,15
12181,14,10,7,5,4,4,11,16,16,13,10,11,7,8,13,17,18,17,15,14
12231,14,9,6,5,2,3,12,16,16,12,9,8,6,7,13,17,17,15,15,15
12261,15,10,8,6,5,5,11,17,17,14,12,11,8,8,12,17,17,15,15,15
12266,14,9,6,5,4,4,12,15,17,12,11,9,7,8,13,17,17,15,15,16
12301,15,11,8,7,6,5,12,17,17,14,13,12,8,9,13,18,17,15,16,14
12386,15,9,6,3,3,2,11,17,18,14,12,9,6,7,14,17,16,14,14,14
12396,16,10,6,5,4,4,11,18,19,14,11,10,8,8,14,17,16,14,15,14
12411,14,8,5,2,1,2,9,15,16,13,9,7,5,7,13,17,16,13,14,13
12442,15,10,9,7,5,4,11,17,18,16,14,13,10,10,14,17,16,14,16,15
12451,16,11,7,6,5,5,11,18,19,16,14,13,9,10,15,18,17,15,15,15
12512,14,8,6,5,4,4,11,17,17,13,13,11,8,10,15,17,16,13,14,14
12551,15,9,5,4,2,3,12,18,18,14,13,12,9,10,15,16,15,13,13,14
12596,16,11,7,6,5,5,13,20,20,15,14,13,10,11,16,16,15,13,14,16
12626,16,11,7,5,3,3,13,18,19,14,13,12,10,11,15,15,14,14,14,15
12632,15,9,5,3,2,4,14,18,19,13,11,10,10,11,15,15,14,13,13,16
12691,13,9,6,3,2,2,12,17,17,13,11,10,9,9,13,13,12,12,13,14
12746,14,8,5,4,2,3,12,19,19,13,10,7,8,10,14,14,13,12,13,14
15041,13,7,5,3,2,2,12,14,15,10,10,9,8,8,14,18,17,15,14,14
15076,14,9,7,6,4,4,11,16,17,13,13,11,9,9,14,16,16,15,14,14
13061,15,11,11,11,9,10,17,19,18,12,10,12,10,12,17,19,18,16,16,16
13086,15,11,11,11,9,9,16,18,17,14,11,13,11,12,18,19,19,17,17,17
13121,15,11,9,7,7,8,16,17,16,13,12,13,12,12,18,19,19,18,17,17
13146,16,11,11,12,11,12,16,18,18,14,16,15,15,16,19,20,19,18,18,18
13181,16,12,10,9,8,9,16,17,17,14,13,14,13,14,19,20,20,19,18,18
13261,15,10,6,5,5,6,14,17,17,13,11,11,9,11,18,18,18,16,15,15
13277,15,11,9,8,7,7,13,16,16,15,14,14,13,13,17,18,18,17,16,16
13311,16,10,9,8,8,7,14,17,18,14,13,13,12,14,19,19,19,17,16,16
13321,15,10,6,5,4,5,13,17,17,14,13,12,10,12,17,17,17,16,15,15
14026,16,11,8,8,7,7,14,17,19,16,16,15,13,14,18,17,17,16,17,17
14071,16,10,7,6,6,7,15,18,20,16,15,14,12,13,17,17,17,16,16,16
14101,15,11,10,9,7,7,13,18,19,16,14,14,12,12,15,17,17,15,16,15
14116,17,11,10,9,7,7,15,19,20,17,16,15,15,16,19,19,18,17,17,17
14121,16,11,9,8,7,8,14,18,20,16,16,15,14,14,17,18,17,15,16,16
14136,16,11,9,8,6,6,13,18,19,16,14,14,12,12,15,17,17,15,16,15
14163,15,12,11,11,9,8,14,19,20,17,17,16,16,17,19,18,17,17,17,17
14206,15,11,8,7,6,6,13,19,19,16,15,15,13,14,17,16,16,15,16,17
14286,14,9,9,9,8,8,12,17,17,14,14,14,14,14,14,15,15,14,15,18
15116,16,11,9,7,6,5,12,18,19,15,14,14,11,11,16,16,15,15,15,15
15161,14,10,8,6,5,4,12,17,18,15,14,12,11,11,15,16,15,15,14,15
15231,15,9,7,6,4,4,13,17,19,15,13,11,9,10,16,15,16,14,15,14
15241,16,10,9,7,6,6,12,18,19,15,14,13,11,11,15,16,15,15,15,15
15251,16,10,7,6,5,4,12,17,18,15,14,12,11,11,15,15,15,14,14,15
15311,17,10,8,6,5,5,13,18,19,15,13,12,9,10,14,17,17,15,15,15
15321,16,11,8,7,6,5,13,19,20,16,14,13,11,10,14,17,16,15,15,15
15356,14,11,9,8,7,6,13,19,19,16,14,13,12,12,15,17,16,15,16,15
15431,16,11,10,9,7,7,14,20,20,16,15,15,13,13,16,18,17,16,17,16
15442,16,8,6,6,5,5,14,19,19,14,13,11,10,11,15,16,15,14,14,15
16026,17,9,7,8,8,7,15,17,17,14,12,12,14,15,21,20,19,17,17,17
16061,16,11,10,10,10,9,14,17,18,16,16,15,18,19,21,20,19,18,19,19
16076,15,9,8,8,6,6,14,18,18,14,14,13,15,17,20,19,19,17,17,17
16091,15,12,10,9,8,8,14,17,18,17,15,14,14,15,18,20,18,17,17,16
16156,15,11,8,8,7,7,14,19,20,17,15,15,18,20,20,20,19,18,18,18
16206,15,11,9,7,5,5,13,18,19,16,15,15,16,16,18,18,18,17,17,17
16217,14,10,8,7,5,4,13,18,19,15,15,15,17,17,18,17,17,16,17,17
16252,14,10,9,9,8,8,15,17,18,16,16,17,18,18,19,18,17,18,18,18
16281,13,7,6,5,4,4,13,17,18,13,13,13,14,15,16,17,17,15,15,16
16286,14,9,5,4,2,2,13,18,19,14,13,13,14,15,16,17,18,15,15,16
16321,16,11,8,7,5,4,15,18,19,16,18,18,18,19,18,17,17,17,17,17
17036,15,10,8,7,6,6,14,17,17,14,10,11,9,10,17,19,18,16,16,16
17076,15,9,6,6,5,5,14,16,17,13,9,8,7,9,17,19,19,16,16,16
17091,14,9,6,5,3,4,14,16,17,13,9,8,6,7,15,18,17,15,15,15
17112,14,12,9,8,6,7,14,17,19,16,13,13,11,12,16,19,19,16,16,15
17166,15,11,8,5,3,5,13,18,19,14,12,13,11,11,18,19,19,16,16,16
17196,14,9,6,3,1,2,12,17,17,14,9,8,6,6,13,17,17,15,15,14
17246,14,11,8,7,4,7,15,19,20,15,13,11,10,12,19,19,18,16,16,16
17306,14,11,6,5,3,3,12,17,19,14,12,11,9,9,16,17,17,15,16,15
17316,14,9,6,4,3,4,13,18,19,14,11,9,8,10,17,16,16,15,15,14
17341,12,11,10,9,7,10,15,18,19,14,13,11,11,12,18,19,18,16,16,16
17351,12,8,7,6,7,9,15,18,18,12,11,11,11,13,19,18,17,15,17,15
17482,11,8,4,3,2,1,10,16,16,12,10,8,6,7,13,16,15,13,13,14
17501,14,11,5,4,3,2,13,17,18,14,10,10,8,8,15,16,16,14,14,14
17521,14,11,9,5,3,5,13,19,19,14,12,10,8,10,16,16,16,15,15,15
17546,14,10,8,7,5,7,16,19,19,13,12,12,10,12,18,17,17,15,15,16
17561,13,10,8,7,5,6,15,19,20,13,11,10,8,10,19,18,17,16,16,16
17596,13,8,4,4,2,3,11,17,18,13,10,10,7,9,15,16,16,14,13,13
17607,14,10,5,5,4,4,14,18,18,13,10,10,9,11,16,15,15,14,14,14
17631,14,10,7,6,5,6,15,18,19,13,11,10,8,11,17,17,16,15,15,14
17717,14,10,7,6,5,5,15,19,19,14,10,8,7,10,17,17,17,15,14,14
18038,13,9,9,8,8,9,14,17,16,12,11,10,11,13,17,17,17,15,15,15
18136,14,12,8,9,8,9,15,17,17,13,12,11,11,13,17,18,16,16,15,15
18161,12,10,7,7,6,7,15,18,18,12,8,8,9,12,16,19,18,15,14,15
18171,12,11,7,7,5,6,15,17,17,12,10,9,8,12,16,19,18,15,14,14
18256,12,10,8,5,4,6,17,18,17,12,9,9,10,13,17,20,19,15,15,16
18273,13,11,11,11,11,11,14,15,15,13,13,13,13,14,17,18,17,15,14,17
18281,14,11,11,11,11,13,15,16,15,12,13,13,13,14,17,19,17,15,15,18
18311,13,10,8,8,4,6,15,17,16,11,10,9,10,13,17,21,18,15,14,17
19021,12,9,6,5,3,5,14,17,17,12,9,9,6,9,16,15,15,14,14,15
19051,12,10,7,6,5,7,14,17,17,12,8,7,8,11,15,16,17,15,14,15
19076,12,9,7,6,5,5,13,16,17,12,8,8,7,9,15,15,14,13,12,13
19151,12,11,7,5,4,5,15,17,17,12,8,7,8,11,16,19,18,15,15,15
19191,15,12,8,7,5,5,16,18,18,13,10,8,8,10,15,18,18,16,16,15
19261,15,12,8,6,5,6,16,19,18,13,10,8,8,11,16,18,16,15,15,15
19311,13,11,9,10,6,9,16,17,16,13,13,13,13,15,17,19,18,16,15,16
19376,13,12,9,8,6,8,16,16,16,12,10,9,11,13,17,18,17,15,15,15
19416,15,11,8,7,7,8,15,17,16,13,11,9,11,13,17,18,18,16,15,16
19432,15,13,12,10,8,8,15,17,16,13,13,11,11,13,17,19,18,17,15,16
19451,12,11,11,10,8,10,15,15,14,11,11,11,12,14,16,17,16,14,14,16
20146,14,10,5,4,2,3,14,18,18,12,10,8,5,9,15,15,15,13,14,14
20186,13,8,6,4,2,2,12,16,16,12,11,9,6,7,12,14,13,12,12,12
20266,14,10,8,6,5,5,13,17,17,13,11,10,7,10,14,15,15,13,14,14
20276,15,12,9,6,5,5,14,19,19,14,12,10,8,10,15,17,18,14,14,15
20341,14,12,9,7,5,5,14,18,19,14,11,10,8,11,14,17,18,14,15,15
20356,15,11,8,6,5,5,12,17,17,14,13,11,10,9,12,14,13,13,13,14
20361,16,12,9,7,5,6,14,18,18,14,13,11,10,9,13,14,13,13,13,14
20371,15,12,9,6,4,5,13,18,18,14,12,10,8,10,13,15,15,14,14,14
