Station Number,2022082309,2022082312,2022082315,2022082318,2022082321,2022082324,2022082403,2022082406,2022082409,2022082412,2022082415,2022082418,2022082421,2022082424,2022082503,2022082506,2022082509,2022082512,2022082515,2022082518,2022082521,2022082524
11001,23,23,21,18,17,16,17,17,18,20,20,17,15,16,17,19,23,24,23,18,17,16
11016,23,22,22,19,18,16,17,18,18,20,20,17,17,17,19,20,23,24,22,18,19,19
11046,22,21,22,17,17,16,16,16,18,20,20,16,17,17,17,19,23,23,22,18,17,18
11076,23,24,20,17,16,15,16,16,18,19,19,16,13,13,15,17,22,23,21,18,16,15
11121,23,21,20,18,17,17,18,17,18,19,19,16,13,12,14,16,22,24,22,17,14,14
11151,22,20,22,19,18,17,18,18,19,19,19,18,17,17,18,19,23,24,22,18,18,18
11176,24,22,20,18,17,16,17,16,18,19,19,16,14,14,15,17,21,23,22,17,15,14
11206,24,24,21,18,16,17,17,17,19,19,19,16,14,14,15,17,21,22,22,19,16,16
11276,24,24,21,18,16,17,16,18,20,20,19,16,13,11,12,14,20,22,22,19,14,14
11291,25,26,26,19,17,17,16,16,20,23,22,17,17,16,15,17,21,22,22,19,18,16
11316,25,25,23,18,17,17,15,18,19,21,20,16,14,12,10,13,19,23,22,19,14,13
12011,24,24,20,18,17,16,17,18,21,20,19,17,13,11,12,15,20,22,22,18,15,14
12041,22,25,23,18,17,17,16,17,19,20,19,17,14,13,13,15,18,21,21,18,14,14
12141,23,25,23,18,17,18,15,17,20,18,18,17,14,12,12,14,18,19,20,19,15,13
12181,24,26,24,17,17,16,17,17,19,19,17,16,14,12,12,14,17,19,20,18,15,13
12231,22,24,23,18,18,16,15,18,20,19,17,16,13,11,9,12,17,20,21,18,15,13
12261,23,25,24,18,17,17,16,18,20,21,20,16,15,13,13,14,18,20,21,19,16,14
12266,25,24,24,19,17,16,16,18,20,21,19,16,14,13,11,13,18,19,20,18,16,14
12301,24,25,25,19,19,17,16,17,20,21,21,17,16,14,12,14,18,20,21,19,16,15
12386,22,25,25,19,16,15,16,17,20,21,21,17,14,13,12,13,18,21,21,17,14,14
12396,23,24,25,18,17,15,15,16,20,22,21,17,14,13,12,14,17,20,21,18,15,14
12411,21,23,23,18,17,15,14,16,18,19,19,16,14,11,9,12,14,17,19,17,15,13
12442,22,25,24,19,18,17,16,16,19,22,21,17,17,15,13,14,19,21,22,19,18,16
12451,25,25,24,19,18,17,15,17,21,22,21,17,15,14,12,14,18,20,21,19,17,16
12512,26,25,24,19,17,15,14,16,20,20,20,16,14,13,11,13,17,20,21,18,15,15
12551,25,25,24,18,16,14,13,15,20,22,22,16,13,12,10,12,18,20,21,18,15,15
12596,26,26,25,20,17,15,14,17,21,23,22,19,15,13,11,13,19,21,23,20,17,15
12626,28,26,24,20,17,14,14,16,20,23,21,18,15,13,11,13,18,21,22,19,16,16
12632,26,26,24,20,17,13,13,15,19,21,20,17,13,11,10,11,19,21,21,18,16,15
12691,23,25,25,21,17,15,14,14,19,21,21,17,13,11,9,10,17,19,20,17,15,15
12746,24,24,24,19,18,15,14,15,19,21,21,16,12,11,9,11,16,21,20,17,14,14
15041,22,24,22,16,15,16,14,16,18,17,16,14,12,11,11,12,18,19,19,15,12,12
15076,21,24,23,18,16,15,15,16,19,20,20,16,14,12,10,12,18,20,20,17,14,14
13061,24,25,20,18,18,18,18,17,19,22,20,17,14,13,14,17,21,23,21,16,15,14
13086,24,24,20,18,17,18,18,17,19,21,20,17,15,14,15,16,21,22,21,17,16,16
13121,23,23,20,18,17,17,17,17,18,20,21,17,16,15,15,16,20,20,20,18,16,15
13146,23,22,18,17,17,17,17,17,18,20,20,16,18,19,19,20,21,21,20,18,20,20
13181,25,24,21,19,18,18,18,18,20,20,20,17,17,17,16,17,21,21,20,20,18,17
13261,24,24,23,18,17,17,16,17,20,22,22,17,14,13,13,15,20,21,22,18,14,14
13277,24,25,22,19,17,18,17,16,20,22,21,18,18,17,15,15,20,20,20,20,18,17
13311,25,26,23,19,17,17,17,18,21,21,21,17,15,15,15,16,21,20,21,18,16,16
13321,24,25,24,19,15,15,15,16,20,21,20,17,14,13,12,13,20,21,21,17,15,14
14026,24,26,24,20,17,18,17,17,21,22,21,18,16,15,15,16,21,21,21,19,17,17
14071,24,26,24,20,16,17,17,17,20,23,23,18,15,15,14,15,21,21,21,18,16,16
14101,24,26,24,20,17,15,16,17,21,23,23,18,17,15,14,14,19,21,20,18,17,16
14116,25,26,26,20,17,17,17,16,22,25,24,18,17,15,14,15,21,24,24,19,18,18
14121,25,26,24,20,16,17,15,16,21,24,22,18,16,15,13,15,20,21,21,18,17,17
14136,25,25,23,21,16,15,15,17,21,24,23,18,15,14,13,14,20,21,20,17,16,16
